building_type,area_sqm,floors,location,foundation_type,roof_type,has_basement,has_parking,labor_rate,total_cost
Commercial,6982,2,Urban,Pile,Flat,0,1,13200,50000000
Industrial,1129,16,Rural,Concrete,Dome,1,0,3800,50000000
Residential,1415,4,Suburban,Slab,Pitched,0,1,13200,15898968
Commercial,9922,1,Urban,Concrete,Dome,1,0,11100,39210569
Residential,4239,11,Suburban,Pile,Pitched,1,1,9100,50000000
Commercial,6089,3,Suburban,Concrete,Pitched,0,1,12900,50000000
Commercial,10953,10,Suburban,Pile,Pitched,0,1,6900,50000000
Residential,8598,4,Suburban,Pile,Pitched,1,1,3200,46556319
Industrial,13416,15,Rural,Concrete,Pitched,1,1,4200,50000000
Industrial,6754,2,Rural,Pile,Dome,1,0,5800,30733038
Residential,1114,4,Suburban,Pile,Dome,1,1,9100,13468382
Industrial,7964,15,Suburban,Slab,Dome,1,1,8400,50000000
Commercial,14571,7,Suburban,Pile,Pitched,0,0,7900,50000000
Industrial,14438,17,Suburban,Pile,Dome,1,1,3500,50000000
Residential,14709,16,Rural,Concrete,Pitched,0,0,10200,50000000
Industrial,10736,8,Rural,Slab,Dome,1,1,7400,50000000
Industrial,2987,5,Rural,Concrete,Pitched,0,1,13700,44492473
Residential,14326,13,Rural,Concrete,Dome,0,1,6900,50000000
Commercial,5554,7,Rural,Slab,Pitched,1,1,13100,50000000
Industrial,9062,12,Suburban,Slab,Dome,0,1,4800,50000000
Residential,9273,12,Urban,Pile,Dome,1,0,7100,50000000
Commercial,9532,11,Suburban,Concrete,Pitched,1,1,9200,50000000
Industrial,4919,12,Urban,Concrete,Dome,0,1,12300,50000000
Industrial,9884,15,Suburban,Pile,Flat,1,1,14300,50000000
Residential,13629,16,Suburban,Slab,Pitched,0,1,4700,50000000
Residential,10623,12,Suburban,Pile,Flat,0,1,9900,50000000
Commercial,5329,5,Rural,Concrete,Dome,0,0,8800,50000000
Commercial,3612,19,Suburban,Concrete,Flat,1,0,3800,50000000
Commercial,9736,14,Rural,Slab,Flat,0,1,9600,50000000
Residential,9822,11,Suburban,Concrete,Dome,1,1,12800,50000000
Residential,10793,10,Suburban,Slab,Pitched,0,1,5400,50000000
Commercial,3255,15,Urban,Slab,Pitched,1,1,12500,50000000
Residential,5678,18,Suburban,Pile,Flat,0,1,11500,50000000
Residential,3011,19,Urban,Concrete,Pitched,0,0,4000,50000000
Industrial,12427,17,Rural,Slab,Dome,0,1,11200,50000000
Commercial,11568,17,Rural,Slab,Pitched,1,1,13900,50000000
Residential,2504,17,Urban,Pile,Pitched,0,1,6900,50000000
Commercial,10487,14,Suburban,Slab,Dome,1,1,6800,50000000
Residential,13281,17,Rural,Pile,Flat,0,1,12100,50000000
Commercial,14252,5,Suburban,Pile,Flat,1,0,10600,50000000
Industrial,8459,7,Urban,Concrete,Flat,1,0,9700,50000000
Residential,5859,18,Rural,Slab,Dome,0,1,14700,50000000
Commercial,12038,4,Urban,Concrete,Dome,0,0,10800,50000000
Commercial,14889,17,Rural,Slab,Dome,1,1,5800,50000000
Residential,9920,9,Rural,Pile,Flat,0,1,3700,50000000
Industrial,2199,7,Urban,Concrete,Flat,1,1,5700,50000000
Industrial,12798,20,Urban,Pile,Pitched,0,0,10000,50000000
Commercial,12919,17,Rural,Concrete,Dome,1,1,10800,50000000
Commercial,8249,5,Urban,Slab,Dome,1,1,9000,50000000
Residential,10853,2,Urban,Slab,Dome,1,1,13800,50000000
Commercial,1428,18,Urban,Pile,Pitched,0,1,10000,50000000
Residential,9571,16,Rural,Pile,Dome,1,1,3200,50000000
Residential,10329,17,Rural,Pile,Dome,1,0,12600,50000000
Industrial,7090,11,Rural,Slab,Dome,0,1,8600,50000000
Industrial,13063,10,Urban,Slab,Pitched,1,1,9400,50000000
Industrial,1597,17,Suburban,Slab,Flat,0,1,3100,50000000
Industrial,706,1,Rural,Slab,Dome,0,0,12500,1696407
Industrial,9301,4,Rural,Concrete,Flat,0,1,15000,50000000
Commercial,6763,8,Suburban,Pile,Flat,1,1,3200,50000000
Commercial,12782,1,Rural,Pile,Pitched,0,1,12400,34051030
Industrial,4598,7,Suburban,Slab,Dome,1,1,12100,50000000
Commercial,13817,11,Suburban,Concrete,Dome,1,1,13600,50000000
Residential,3660,4,Rural,Concrete,Dome,1,1,9200,45608182
Commercial,2711,19,Rural,Slab,Pitched,0,0,3200,50000000
Commercial,6983,7,Suburban,Slab,Dome,0,1,12000,50000000
Industrial,10031,9,Rural,Pile,Dome,0,0,9700,50000000
Residential,2829,14,Suburban,Slab,Dome,0,1,8500,50000000
Commercial,12177,7,Suburban,Pile,Flat,1,1,8400,50000000
Industrial,3762,10,Rural,Slab,Flat,0,1,8000,50000000
Commercial,3363,20,Urban,Pile,Pitched,1,0,5100,50000000
Industrial,3772,2,Suburban,Concrete,Pitched,0,1,6500,17972822
Commercial,14298,9,Suburban,Slab,Flat,1,1,10800,50000000
Commercial,12153,1,Urban,Slab,Pitched,1,1,8300,43257507
Industrial,4076,14,Rural,Pile,Flat,1,1,8100,50000000
Residential,10014,18,Suburban,Concrete,Flat,0,0,6800,50000000
Industrial,12874,18,Rural,Pile,Flat,1,1,5200,50000000
Industrial,3367,6,Rural,Pile,Flat,0,1,3100,26943479
Commercial,9277,17,Urban,Pile,Flat,0,1,5300,50000000
Industrial,14640,18,Rural,Concrete,Pitched,1,0,13100,50000000
Commercial,6180,4,Urban,Pile,Flat,0,0,9800,50000000
Residential,10006,12,Urban,Concrete,Pitched,0,1,6000,50000000
Commercial,645,4,Suburban,Slab,Flat,0,0,8500,6299159
Residential,4513,20,Rural,Pile,Dome,1,0,7100,50000000
Residential,10515,10,Urban,Pile,Flat,0,1,5600,50000000
Residential,10532,9,Rural,Concrete,Dome,1,0,10900,50000000
Residential,797,13,Urban,Pile,Dome,0,1,14400,27111121
Residential,13678,13,Suburban,Concrete,Pitched,0,0,13200,50000000
Residential,10007,1,Urban,Pile,Flat,0,0,12100,23045689
Industrial,11084,19,Rural,Concrete,Pitched,0,1,10800,50000000
Industrial,8924,16,Urban,Concrete,Flat,1,0,13600,50000000
Industrial,9363,14,Urban,Slab,Dome,1,0,14400,50000000
Industrial,8192,11,Suburban,Concrete,Pitched,0,0,8900,50000000
Commercial,7047,4,Urban,Slab,Flat,0,1,9900,50000000
Residential,13596,20,Rural,Slab,Pitched,1,0,8200,50000000
Residential,10928,5,Suburban,Pile,Flat,0,0,3900,50000000
Commercial,8227,12,Rural,Pile,Flat,0,1,13000,50000000
Residential,13887,7,Suburban,Pile,Pitched,0,0,10600,50000000
Commercial,12406,9,Urban,Slab,Pitched,1,1,13900,50000000
Industrial,10038,8,Rural,Slab,Pitched,0,1,13700,50000000
Industrial,11143,10,Suburban,Slab,Flat,0,0,13900,50000000
Residential,11000,9,Urban,Pile,Pitched,1,0,12900,50000000
Commercial,1363,13,Suburban,Slab,Pitched,1,1,13900,50000000
Residential,10217,9,Urban,Slab,Pitched,1,1,13400,50000000
Residential,7297,4,Urban,Concrete,Flat,1,1,14300,50000000
Commercial,10176,20,Rural,Slab,Flat,0,0,14400,50000000
Residential,3447,4,Suburban,Pile,Flat,1,0,9600,27764275
Commercial,7673,5,Rural,Concrete,Dome,0,1,7900,50000000
Residential,5637,10,Rural,Concrete,Dome,0,1,14700,50000000
Commercial,14980,6,Rural,Slab,Flat,1,0,11900,50000000
Residential,4596,9,Suburban,Pile,Flat,0,1,14900,50000000
Commercial,3972,15,Urban,Pile,Pitched,0,1,3100,50000000
Commercial,5807,20,Urban,Concrete,Dome,1,1,3200,50000000
Industrial,5159,11,Suburban,Slab,Flat,0,1,11400,50000000
Commercial,7999,17,Rural,Slab,Dome,0,1,4100,50000000
Industrial,6699,19,Urban,Pile,Dome,1,1,9200,50000000
Industrial,6317,3,Urban,Concrete,Dome,0,0,5200,50000000
Commercial,3883,2,Suburban,Slab,Dome,0,1,8200,18892176
Residential,10062,1,Urban,Slab,Pitched,0,1,3500,20563278
Industrial,692,9,Urban,Concrete,Dome,0,1,12200,26455320
Industrial,9985,7,Rural,Slab,Pitched,1,1,6200,50000000
Residential,6189,3,Suburban,Pile,Flat,0,1,14700,47865026
Industrial,2736,10,Rural,Pile,Flat,0,0,3300,35662386
Residential,9610,17,Urban,Slab,Dome,0,1,5100,50000000
Residential,13438,14,Rural,Concrete,Pitched,0,1,5200,50000000
Industrial,5816,4,Suburban,Slab,Pitched,1,1,13300,50000000
Residential,13678,7,Rural,Slab,Pitched,1,1,5700,50000000
Commercial,5661,14,Suburban,Pile,Dome,0,1,5900,50000000
Industrial,10917,9,Rural,Concrete,Pitched,0,1,6500,50000000
Residential,11827,18,Urban,Slab,Pitched,0,1,11700,50000000
Commercial,1403,4,Suburban,Pile,Dome,1,1,5200,21347018
Residential,14282,3,Urban,Slab,Pitched,0,0,10400,50000000
Industrial,7926,6,Suburban,Concrete,Dome,0,1,5100,50000000
Commercial,3397,7,Suburban,Slab,Flat,0,1,6800,50000000
Industrial,5458,14,Suburban,Slab,Pitched,0,1,5500,50000000
Residential,12085,20,Rural,Slab,Pitched,0,1,14100,50000000
Commercial,1830,2,Suburban,Concrete,Flat,0,1,8300,13232492
Residential,11092,10,Suburban,Slab,Flat,0,1,4600,50000000
Residential,6243,7,Suburban,Pile,Dome,0,1,5400,50000000
Industrial,14028,17,Rural,Concrete,Dome,0,1,7300,50000000
Residential,7755,15,Rural,Concrete,Pitched,1,1,9600,50000000
Commercial,11386,1,Urban,Pile,Dome,0,0,4900,25476700
Industrial,2565,14,Suburban,Pile,Dome,1,1,4700,50000000
Commercial,5913,4,Suburban,Concrete,Pitched,0,1,6000,50000000
Commercial,9583,5,Rural,Concrete,Flat,1,1,3500,50000000
Residential,8168,15,Urban,Concrete,Flat,0,1,14600,50000000
Residential,1951,13,Urban,Slab,Dome,1,1,8300,50000000
Residential,12515,4,Suburban,Pile,Flat,0,1,9200,50000000
Industrial,8395,12,Urban,Slab,Flat,1,0,4900,50000000
Industrial,4520,14,Rural,Slab,Pitched,1,1,12200,50000000
Residential,14800,13,Suburban,Concrete,Dome,0,1,10200,50000000
Commercial,6192,16,Suburban,Concrete,Flat,0,1,14700,50000000
Residential,5564,13,Suburban,Concrete,Flat,1,0,13300,50000000
Residential,14280,1,Suburban,Pile,Flat,0,1,13200,37310412
Commercial,9422,12,Suburban,Concrete,Pitched,0,1,7700,50000000
Industrial,9980,18,Rural,Pile,Pitched,0,1,12900,50000000
Residential,13649,13,Urban,Pile,Pitched,0,1,7700,50000000
Industrial,7042,5,Suburban,Concrete,Pitched,1,1,11600,50000000
Commercial,12965,8,Urban,Pile,Flat,0,0,9000,50000000
Commercial,11402,12,Suburban,Slab,Pitched,1,1,9600,50000000
Commercial,2136,1,Urban,Concrete,Flat,0,1,8700,6577243
Commercial,13910,8,Rural,Concrete,Flat,0,1,13700,50000000
Commercial,6991,20,Suburban,Pile,Pitched,0,0,6100,50000000
Commercial,13088,8,Rural,Pile,Pitched,0,1,10200,50000000
Commercial,4670,3,Urban,Concrete,Dome,0,1,14500,50000000
Residential,13097,6,Rural,Concrete,Flat,0,0,7600,50000000
Commercial,11829,18,Rural,Concrete,Flat,0,0,8000,50000000
Industrial,12244,7,Suburban,Pile,Dome,1,0,10400,50000000
Commercial,7739,4,Urban,Slab,Dome,0,1,11100,50000000
Commercial,13368,15,Urban,Pile,Pitched,0,1,14400,50000000
Residential,2301,2,Urban,Slab,Dome,1,0,5900,11597358
Residential,3311,15,Suburban,Slab,Flat,1,1,3300,50000000
Industrial,13707,15,Suburban,Concrete,Pitched,1,0,11000,50000000
Residential,10893,8,Urban,Concrete,Flat,0,1,13400,50000000
Residential,8070,9,Rural,Pile,Pitched,0,0,11300,50000000
Industrial,10184,16,Suburban,Slab,Dome,0,1,7900,50000000
Industrial,4317,8,Urban,Pile,Pitched,0,0,4900,50000000
Industrial,5073,11,Rural,Concrete,Flat,0,1,13000,50000000
Commercial,6744,11,Suburban,Concrete,Dome,1,1,5000,50000000
Residential,12452,12,Rural,Slab,Flat,1,1,10300,50000000
Commercial,8615,9,Suburban,Pile,Pitched,1,1,11300,50000000
Residential,892,19,Rural,Slab,Dome,1,0,5300,32917879
Industrial,13331,4,Rural,Pile,Dome,0,1,11100,50000000
Industrial,9265,7,Rural,Slab,Flat,0,1,6200,50000000
Commercial,10686,11,Suburban,Slab,Flat,0,1,9100,50000000
Commercial,14898,8,Rural,Pile,Pitched,0,0,7300,50000000
Industrial,6396,1,Rural,Pile,Flat,0,1,9600,16226596
Residential,11863,20,Rural,Slab,Flat,0,1,7700,50000000
Residential,6472,17,Rural,Pile,Flat,1,1,15000,50000000
Residential,595,13,Suburban,Slab,Flat,0,0,10900,20158781
Industrial,9942,20,Suburban,Pile,Flat,1,0,9400,50000000
Industrial,2008,16,Rural,Pile,Flat,0,1,3000,50000000
Residential,10847,3,Rural,Slab,Pitched,0,1,12600,50000000
Commercial,7739,13,Rural,Concrete,Pitched,0,1,13400,50000000
Commercial,1618,8,Urban,Pile,Pitched,0,0,5000,31571257
Commercial,6424,16,Rural,Concrete,Flat,1,0,5300,50000000
Commercial,14072,16,Suburban,Slab,Pitched,0,1,9000,50000000
Commercial,4110,8,Rural,Slab,Flat,1,1,7700,50000000
Residential,14319,19,Rural,Slab,Pitched,0,1,12800,50000000
Industrial,5302,12,Urban,Pile,Pitched,0,0,9000,50000000
Residential,14540,3,Urban,Concrete,Dome,1,1,4700,50000000
Residential,13054,12,Suburban,Concrete,Flat,0,0,14100,50000000
Commercial,6686,5,Rural,Concrete,Pitched,0,1,5600,50000000
Commercial,3819,14,Urban,Slab,Flat,1,1,15000,50000000
Residential,9720,9,Suburban,Slab,Pitched,0,0,12200,50000000
Industrial,11922,4,Rural,Pile,Flat,1,1,10100,50000000
Industrial,7392,13,Rural,Concrete,Pitched,0,1,11300,50000000
Commercial,7738,13,Urban,Slab,Dome,0,1,3800,50000000
Commercial,506,9,Urban,Concrete,Pitched,0,1,14200,17553833
Residential,14520,17,Suburban,Pile,Dome,1,1,3900,50000000
Commercial,10798,3,Suburban,Concrete,Dome,1,1,8500,50000000
Industrial,14726,18,Urban,Pile,Flat,0,1,8600,50000000
Industrial,14557,1,Suburban,Slab,Dome,1,1,13200,50000000
Industrial,2011,17,Rural,Pile,Flat,1,0,6700,50000000
Commercial,12922,10,Rural,Concrete,Dome,0,0,15000,50000000
Residential,8762,14,Suburban,Slab,Pitched,1,0,8600,50000000
Industrial,14554,4,Rural,Pile,Flat,0,1,5800,50000000
Industrial,12787,13,Rural,Pile,Dome,1,0,5300,50000000
Industrial,4175,17,Rural,Pile,Flat,1,1,4700,50000000
Commercial,5704,5,Urban,Slab,Dome,0,0,3300,50000000
Commercial,6359,15,Urban,Slab,Dome,1,1,14100,50000000
Residential,7063,4,Suburban,Pile,Dome,0,1,5500,50000000
Industrial,10770,20,Rural,Slab,Dome,0,1,3800,50000000
Commercial,7201,17,Suburban,Concrete,Pitched,0,0,10900,50000000
Commercial,11112,12,Suburban,Slab,Dome,0,0,12200,50000000
Residential,8759,18,Urban,Slab,Dome,0,1,7000,50000000
Industrial,9545,19,Urban,Concrete,Dome,0,0,10600,50000000
Residential,6334,11,Urban,Concrete,Pitched,1,1,10500,50000000
Residential,2796,3,Urban,Pile,Dome,1,1,12900,24855931
Industrial,10561,13,Urban,Pile,Dome,1,1,3400,50000000
Commercial,5115,11,Rural,Slab,Pitched,0,0,9700,50000000
Industrial,6046,12,Suburban,Slab,Pitched,0,1,10800,50000000
Industrial,10937,19,Suburban,Slab,Dome,0,0,5900,50000000
Industrial,11573,2,Rural,Slab,Pitched,0,1,4100,45448165
Commercial,6526,4,Suburban,Concrete,Dome,0,1,9900,50000000
Commercial,12189,5,Urban,Pile,Flat,0,1,13000,50000000
Residential,11223,2,Suburban,Pile,Dome,1,1,12200,50000000
Residential,5147,3,Rural,Slab,Flat,1,0,4300,21055467
Commercial,5824,7,Suburban,Slab,Flat,1,1,3600,50000000
Residential,2925,19,Urban,Concrete,Pitched,0,1,6600,50000000
Commercial,1040,17,Rural,Pile,Dome,0,1,10900,50000000
Residential,7595,3,Rural,Pile,Pitched,0,1,11000,45560485
Residential,10636,8,Suburban,Concrete,Dome,1,1,4600,50000000
Industrial,10989,12,Rural,Pile,Pitched,1,1,13300,50000000
Residential,6643,18,Urban,Pile,Dome,1,1,4500,50000000
Industrial,4638,8,Suburban,Concrete,Dome,0,1,4700,50000000
Industrial,10332,20,Urban,Concrete,Dome,0,0,14400,50000000
Industrial,11198,12,Urban,Slab,Flat,0,0,14700,50000000
Commercial,2997,14,Suburban,Slab,Flat,0,0,8400,50000000
Commercial,2259,1,Rural,Slab,Dome,0,1,13600,6629778
Residential,12867,10,Suburban,Concrete,Dome,1,1,10000,50000000
Residential,892,20,Suburban,Pile,Flat,0,0,8300,37884320
Commercial,8728,12,Suburban,Slab,Flat,1,1,12800,50000000
Commercial,14454,13,Rural,Concrete,Dome,1,0,11200,50000000
Residential,2542,2,Suburban,Pile,Dome,0,0,9700,13253922
Commercial,3478,3,Suburban,Pile,Flat,1,1,11800,25291282
Residential,3115,14,Suburban,Concrete,Pitched,0,1,6700,50000000
Industrial,1338,5,Suburban,Pile,Dome,0,0,4500,21668722
Residential,9583,9,Urban,Pile,Pitched,1,1,12600,50000000
Residential,7697,9,Urban,Concrete,Flat,0,1,13500,50000000
Industrial,7974,13,Suburban,Slab,Flat,0,1,14400,50000000
Residential,8094,17,Urban,Slab,Pitched,0,1,8500,50000000
Commercial,12306,5,Rural,Pile,Pitched,0,1,13300,50000000
Residential,11046,8,Suburban,Pile,Dome,1,1,5900,50000000
Commercial,7316,19,Urban,Slab,Flat,1,0,12300,50000000
Residential,7381,19,Suburban,Concrete,Flat,0,1,8600,50000000
Residential,7794,4,Suburban,Concrete,Flat,0,1,11200,50000000
Industrial,12091,1,Urban,Pile,Dome,0,0,11100,41591193
Commercial,2381,19,Rural,Concrete,Flat,1,1,10500,50000000
Commercial,8236,2,Urban,Pile,Pitched,0,1,14100,50000000
Residential,12041,19,Suburban,Concrete,Pitched,0,1,7000,50000000
Residential,1408,2,Urban,Slab,Flat,0,1,10000,7104097
Residential,301,8,Urban,Concrete,Dome,0,1,3900,5519656
Residential,3670,18,Suburban,Slab,Dome,0,1,5800,50000000
Residential,12210,1,Urban,Pile,Flat,1,1,5100,29572797
Residential,3886,10,Suburban,Slab,Dome,0,1,3900,50000000
Industrial,10564,15,Rural,Slab,Flat,1,1,7300,50000000
Residential,1360,17,Urban,Pile,Pitched,1,1,3300,31892710
Industrial,12297,7,Rural,Concrete,Pitched,1,1,13500,50000000
Industrial,9884,14,Urban,Slab,Dome,0,1,8200,50000000
Industrial,2330,20,Suburban,Concrete,Dome,1,0,13000,50000000
Commercial,2087,6,Rural,Slab,Flat,0,1,10900,30208939
Commercial,14544,3,Suburban,Pile,Dome,0,1,11500,50000000
Industrial,4969,18,Urban,Slab,Dome,0,1,3400,50000000
Residential,411,3,Urban,Slab,Dome,1,1,13000,4388916
Residential,10920,18,Rural,Pile,Dome,0,1,7300,50000000
Commercial,3411,17,Rural,Pile,Pitched,0,0,8900,50000000
Industrial,880,1,Rural,Slab,Flat,1,1,8200,2371655
Residential,6250,16,Rural,Pile,Dome,0,0,11500,50000000
Residential,2543,18,Suburban,Concrete,Flat,0,1,7800,50000000
Industrial,2517,16,Suburban,Concrete,Flat,1,0,11100,50000000
Commercial,9122,13,Urban,Concrete,Flat,1,0,12100,50000000
Commercial,7231,6,Suburban,Pile,Dome,0,1,11300,50000000
Industrial,2412,14,Rural,Concrete,Dome,0,1,3700,50000000
Residential,8640,7,Urban,Concrete,Flat,1,1,12700,50000000
Industrial,287,16,Rural,Concrete,Flat,1,0,3100,11396338
Residential,14957,16,Urban,Concrete,Dome,1,1,9000,50000000
Commercial,5600,7,Urban,Concrete,Flat,0,1,3300,50000000
Residential,14576,18,Rural,Pile,Flat,1,1,3500,50000000
Commercial,3634,3,Suburban,Slab,Dome,1,0,6100,28741332
Residential,11385,2,Rural,Concrete,Dome,1,0,10000,49851696
Residential,3578,1,Suburban,Slab,Pitched,1,1,10300,8476192
Commercial,9267,6,Suburban,Slab,Dome,0,1,8900,50000000
Industrial,7021,2,Urban,Slab,Pitched,0,1,7600,38575255
Industrial,12031,5,Urban,Concrete,Pitched,0,1,9900,50000000
Commercial,2122,17,Suburban,Pile,Pitched,1,1,10200,50000000
Industrial,3895,19,Suburban,Pile,Dome,0,1,13400,50000000
Residential,4589,3,Urban,Slab,Dome,0,0,6600,36160859
Industrial,1531,15,Suburban,Concrete,Dome,1,0,11100,50000000
Residential,4107,3,Urban,Concrete,Dome,1,1,6600,31180143
Industrial,2085,10,Suburban,Slab,Pitched,0,1,13400,50000000
Commercial,13331,10,Suburban,Pile,Flat,1,1,11100,50000000
Residential,6023,4,Urban,Slab,Pitched,1,1,14600,50000000
Residential,8630,12,Urban,Concrete,Pitched,0,1,3300,50000000
Commercial,4889,8,Suburban,Concrete,Pitched,1,1,3600,50000000
Residential,2347,18,Suburban,Concrete,Dome,0,0,9000,50000000
Residential,14462,19,Urban,Pile,Pitched,1,1,3800,50000000
Commercial,11325,17,Rural,Concrete,Flat,0,1,14600,50000000
Residential,5368,19,Rural,Pile,Dome,0,1,9200,50000000
Residential,7815,4,Rural,Concrete,Pitched,0,1,14100,50000000
Commercial,3179,16,Rural,Pile,Dome,1,1,3600,50000000
Industrial,13314,18,Urban,Concrete,Flat,0,1,14400,50000000
Commercial,12824,2,Rural,Slab,Pitched,0,1,8300,50000000
Industrial,978,17,Suburban,Slab,Dome,1,1,8700,49490433
Industrial,9820,11,Urban,Pile,Pitched,1,1,13200,50000000
Commercial,7912,7,Suburban,Pile,Dome,0,1,13000,50000000
Industrial,3070,6,Urban,Concrete,Pitched,0,1,4400,50000000
Commercial,9534,3,Urban,Pile,Flat,0,1,13900,50000000
Industrial,8882,1,Urban,Concrete,Dome,1,0,8100,35926325
Residential,14606,4,Suburban,Slab,Flat,0,0,5700,50000000
Industrial,9498,17,Urban,Concrete,Pitched,0,0,10100,50000000
Commercial,1938,18,Suburban,Slab,Pitched,1,1,10100,50000000
Commercial,2914,2,Rural,Concrete,Flat,1,1,8200,13540789
Industrial,11732,17,Suburban,Slab,Dome,0,1,12800,50000000
Residential,675,19,Urban,Concrete,Dome,1,1,8700,29473594
Industrial,7889,15,Rural,Concrete,Pitched,0,0,11200,50000000
Residential,5755,14,Suburban,Pile,Flat,1,1,9700,50000000
Commercial,14534,10,Rural,Pile,Pitched,1,1,14100,50000000
Commercial,6921,8,Urban,Slab,Dome,1,1,12800,50000000
Industrial,4209,5,Suburban,Concrete,Dome,0,1,11300,50000000
Industrial,835,18,Rural,Concrete,Flat,0,0,13900,45291576
Industrial,4569,14,Urban,Pile,Dome,0,0,11300,50000000
Commercial,11355,10,Urban,Concrete,Pitched,0,0,9300,50000000
Commercial,664,9,Suburban,Slab,Pitched,0,1,10300,14770635
Residential,9897,3,Suburban,Slab,Dome,0,0,7700,50000000
Industrial,4330,19,Rural,Concrete,Pitched,1,0,9400,50000000
Industrial,997,3,Rural,Slab,Dome,0,0,5000,5558644
Residential,5052,3,Suburban,Concrete,Pitched,0,1,14600,50000000
Residential,10715,10,Urban,Slab,Flat,0,1,9800,50000000
Commercial,9605,16,Urban,Pile,Flat,1,1,8100,50000000
Commercial,11614,9,Rural,Pile,Flat,1,0,7800,50000000
Residential,5140,10,Rural,Concrete,Pitched,0,1,7800,50000000
Commercial,9793,19,Suburban,Slab,Flat,1,1,10500,50000000
Residential,6484,6,Suburban,Slab,Dome,0,1,11200,50000000
Commercial,13305,17,Rural,Concrete,Pitched,0,1,11700,50000000
Industrial,14703,18,Urban,Pile,Pitched,0,1,9600,50000000
Industrial,13302,1,Urban,Slab,Pitched,1,0,5900,50000000
Industrial,5776,19,Urban,Slab,Dome,1,1,12700,50000000
Industrial,14435,10,Rural,Pile,Dome,0,0,14400,50000000
Industrial,10710,8,Urban,Slab,Dome,0,1,3500,50000000
Residential,2073,8,Urban,Pile,Flat,1,1,6900,30380807
Residential,10297,17,Suburban,Concrete,Pitched,0,1,4400,50000000
Residential,8762,10,Rural,Slab,Dome,1,1,3400,50000000
Industrial,7771,4,Suburban,Pile,Pitched,0,1,9900,50000000
Industrial,5379,7,Rural,Slab,Flat,1,1,12800,50000000
Commercial,3774,17,Rural,Slab,Pitched,0,1,14400,50000000
Residential,4744,9,Urban,Pile,Pitched,0,1,3900,50000000
Industrial,2925,19,Rural,Slab,Flat,0,1,5600,50000000
Commercial,6998,1,Rural,Slab,Dome,0,1,13200,22521142
Residential,2787,11,Rural,Slab,Dome,1,1,4000,50000000
Residential,2343,7,Rural,Pile,Dome,0,1,5400,37723932
Industrial,2115,17,Suburban,Slab,Flat,0,0,10900,50000000
Industrial,5940,10,Rural,Slab,Pitched,0,1,6000,50000000
Industrial,14345,14,Suburban,Concrete,Flat,0,0,13400,50000000
Industrial,1104,6,Suburban,Pile,Pitched,0,0,8500,14312770
Industrial,3399,2,Rural,Slab,Dome,1,1,9700,20578792
Commercial,12543,5,Suburban,Pile,Dome,0,1,14400,50000000
